* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
3710, none, biomeswevegone:cypress_swamplands, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3711, none, biomeswevegone:cypress_swamplands, CREATURE, minecraft:frog, 10, 2, 5
3712, none, biomeswevegone:cypress_swamplands, CREATURE, naturalist:snail, 10, 2, 3
3713, none, biomeswevegone:cypress_swamplands, CREATURE, naturalist:snake, 10, 1, 1
3714, none, biomeswevegone:cypress_swamplands, CREATURE, naturalist:cardinal, 10, 1, 4
3715, none, biomeswevegone:cypress_swamplands, CREATURE, naturalist:butterfly, 20, 1, 3
3716, none, biomeswevegone:cypress_swamplands, CREATURE, naturalist:alligator, 15, 1, 2
3717, none, biomeswevegone:cypress_swamplands, CREATURE, naturalist:lizard, 15, 1, 2
3718, none, biomeswevegone:cypress_swamplands, CREATURE, naturalist:tortoise, 15, 1, 2
3719, none, biomeswevegone:cypress_swamplands, CREATURE, naturalist:duck, 15, 2, 4
3720, none, biomeswevegone:cypress_swamplands, CREATURE, alexsmobs:crocodile, 20, 1, 2
3721, none, biomeswevegone:cypress_swamplands, CREATURE, alexsmobs:shoebill, 10, 1, 2
3722, none, biomeswevegone:cypress_swamplands, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
3723, none, biomeswevegone:cypress_swamplands, CREATURE, alexsmobs:anaconda, 12, 1, 1
3724, none, biomeswevegone:cypress_swamplands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3725, none, biomeswevegone:cypress_swamplands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3726, none, biomeswevegone:cypress_swamplands, CREATURE, duckling:quackling, 10, 1, 1
3727, none, biomeswevegone:cypress_swamplands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3728, none, biomeswevegone:cypress_swamplands, CREATURE, scguns:supply_scamp, 10, 1, 1
3729, none, biomeswevegone:cypress_swamplands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3730, none, biomeswevegone:cypress_swamplands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3731, none, biomeswevegone:cypress_swamplands, AMBIENT, minecraft:bat, 10, 8, 8
3732, none, biomeswevegone:cypress_swamplands, AMBIENT, naturalist:firefly, 10, 2, 3
3733, none, biomeswevegone:cypress_swamplands, AMBIENT, naturalist:dragonfly, 10, 2, 3
3734, none, biomeswevegone:cypress_swamplands, AMBIENT, alexsmobs:fly, 10, 2, 3
3735, none, biomeswevegone:cypress_swamplands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3736, none, biomeswevegone:cypress_swamplands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3737, none, biomeswevegone:cypress_swamplands, UNDERGROUND_WATER_CREATURE, seadwellers:mermorph_cavern, 10, 1, 1
3738, none, biomeswevegone:cypress_swamplands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 1, 5
3739, none, biomeswevegone:cypress_swamplands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
3740, none, biomeswevegone:cypress_swamplands, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
3741, none, biomeswevegone:cypress_swamplands, WATER_AMBIENT, naturalist:catfish, 10, 1, 1
3742, none, biomeswevegone:cypress_swamplands, WATER_AMBIENT, naturalist:bass, 10, 2, 4
3743, none, biomeswevegone:cypress_swamplands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3744, none, biomeswevegone:cypress_swamplands, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
3745, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:spider, 80, 4, 4
3746, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:zombie, 80, 4, 4
3747, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:zombie_villager, 10, 1, 1
3748, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:skeleton, 80, 4, 4
3749, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:creeper, 80, 4, 4
3750, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:slime, 80, 4, 4
3751, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:enderman, 5, 1, 4
3752, forest, biomeswevegone:dacite_ridges, MONSTER, minecraft:witch, 5, 1, 1
3753, forest, biomeswevegone:dacite_ridges, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3754, forest, biomeswevegone:dacite_ridges, MONSTER, alexsmobs:farseer, 30, 1, 1
3755, forest, biomeswevegone:dacite_ridges, MONSTER, alexsmobs:murmur, 10, 1, 1
3756, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
3757, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3758, forest, biomeswevegone:dacite_ridges, MONSTER, quark:stoneling, 30, 1, 1
3759, forest, biomeswevegone:dacite_ridges, MONSTER, quark:toretoise, 20, 2, 4
3760, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3761, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:bonescaller, 5, 1, 1
3762, forest, biomeswevegone:dacite_ridges, MONSTER, realmrpg_demons:chort, 10, 1, 2
3763, forest, biomeswevegone:dacite_ridges, MONSTER, scguns:cog_knight, 25, 1, 1
3764, forest, biomeswevegone:dacite_ridges, MONSTER, scguns:cog_minion, 0, 0, 0
3765, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3766, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
3767, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3768, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3769, forest, biomeswevegone:dacite_ridges, MONSTER, realmrpg_demons:demon, 10, 1, 3
3770, forest, biomeswevegone:dacite_ridges, MONSTER, realmrpg_demons:demon_lord, 10, 1, 1
3771, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3772, forest, biomeswevegone:dacite_ridges, MONSTER, scguns:dissident, 20, 1, 1
3773, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3774, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3775, forest, biomeswevegone:dacite_ridges, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
3776, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3777, forest, biomeswevegone:dacite_ridges, MONSTER, scguns:hive, 15, 1, 1
3778, forest, biomeswevegone:dacite_ridges, MONSTER, realmrpg_demons:imp, 10, 1, 3
3779, forest, biomeswevegone:dacite_ridges, MONSTER, realmrpg_demons:imp_guard, 10, 1, 3
3780, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
3781, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
3782, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3783, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:nightmare_stalker, 5, 1, 1
3784, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3785, forest, biomeswevegone:dacite_ridges, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
3786, forest, biomeswevegone:dacite_ridges, MONSTER, scguns:redcoat, 20, 1, 1
3787, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3788, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3789, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3790, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
3791, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3792, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3793, forest, biomeswevegone:dacite_ridges, MONSTER, scguns:sky_carrier, 30, 1, 1
3794, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3795, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3796, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
3797, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
3798, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3799, forest, biomeswevegone:dacite_ridges, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
3800, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3801, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3802, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3803, forest, biomeswevegone:dacite_ridges, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3804, forest, biomeswevegone:dacite_ridges, CREATURE, minecraft:sheep, 12, 4, 4
3805, forest, biomeswevegone:dacite_ridges, CREATURE, minecraft:wolf, 10, 4, 4
3806, forest, biomeswevegone:dacite_ridges, CREATURE, minecraft:rabbit, 10, 2, 3
3807, forest, biomeswevegone:dacite_ridges, CREATURE, minecraft:fox, 10, 2, 4
3808, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:snail, 10, 2, 3
3809, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:snake, 10, 1, 1
3810, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:bear, 10, 1, 2
3811, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:deer, 10, 1, 3
3812, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:cardinal, 10, 1, 4
3813, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:robin, 10, 1, 4
3814, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:finch, 10, 1, 4
3815, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:butterfly, 20, 1, 3
3816, forest, biomeswevegone:dacite_ridges, CREATURE, minecraft:fox, 10, 2, 4
3817, forest, biomeswevegone:dacite_ridges, CREATURE, minecraft:rabbit, 10, 2, 3
3818, forest, biomeswevegone:dacite_ridges, CREATURE, naturalist:lizard, 15, 1, 2
3819, forest, biomeswevegone:dacite_ridges, CREATURE, crittersandcompanions:ferret, 10, 2, 3
3820, forest, biomeswevegone:dacite_ridges, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
3821, forest, biomeswevegone:dacite_ridges, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3822, forest, biomeswevegone:dacite_ridges, CREATURE, alexsmobs:raccoon, 10, 2, 4
3823, forest, biomeswevegone:dacite_ridges, CREATURE, alexsmobs:crow, 10, 3, 5
3824, forest, biomeswevegone:dacite_ridges, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3825, forest, biomeswevegone:dacite_ridges, CREATURE, alexsmobs:skunk, 10, 1, 2
3826, forest, biomeswevegone:dacite_ridges, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3827, forest, biomeswevegone:dacite_ridges, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3828, forest, biomeswevegone:dacite_ridges, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3829, forest, biomeswevegone:dacite_ridges, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3830, forest, biomeswevegone:dacite_ridges, CREATURE, scguns:supply_scamp, 10, 1, 1
3831, forest, biomeswevegone:dacite_ridges, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3832, forest, biomeswevegone:dacite_ridges, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3833, forest, biomeswevegone:dacite_ridges, AMBIENT, minecraft:bat, 10, 8, 8
3834, forest, biomeswevegone:dacite_ridges, AMBIENT, naturalist:firefly, 10, 2, 3
3835, forest, biomeswevegone:dacite_ridges, AMBIENT, crittersandcompanions:leaf_insect, 14, 1, 1
3836, forest, biomeswevegone:dacite_ridges, AMBIENT, alexsmobs:fly, 10, 2, 3
3837, forest, biomeswevegone:dacite_ridges, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3838, forest, biomeswevegone:dacite_ridges, UNDERGROUND_WATER_CREATURE, seadwellers:mermorph_cavern, 10, 1, 1
3839, forest, biomeswevegone:dacite_ridges, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 1, 5
3840, forest, biomeswevegone:dacite_ridges, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
3841, forest, biomeswevegone:dacite_ridges, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3842, forest, biomeswevegone:dacite_ridges, rascals, friendsandfoes:rascal, 10, 1, 1
3843, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:spider, 80, 4, 4
3844, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:zombie, 80, 4, 4
3845, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
3846, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:skeleton, 80, 4, 4
3847, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:slime, 80, 4, 4
3848, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:enderman, 5, 1, 4
3849, beach, biomeswevegone:dacite_shore, MONSTER, minecraft:witch, 5, 1, 1
3850, beach, biomeswevegone:dacite_shore, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3851, beach, biomeswevegone:dacite_shore, MONSTER, alexsmobs:farseer, 30, 1, 1
3852, beach, biomeswevegone:dacite_shore, MONSTER, alexsmobs:murmur, 10, 1, 1
3853, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
3854, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3855, beach, biomeswevegone:dacite_shore, MONSTER, creeperoverhaul:beach_creeper, 75, 2, 2
3856, beach, biomeswevegone:dacite_shore, MONSTER, quark:stoneling, 30, 1, 1
3857, beach, biomeswevegone:dacite_shore, MONSTER, quark:toretoise, 20, 2, 4
3858, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3859, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:bonescaller, 5, 1, 1
3860, beach, biomeswevegone:dacite_shore, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3861, beach, biomeswevegone:dacite_shore, MONSTER, realmrpg_demons:chort, 10, 1, 2
3862, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3863, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
3864, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3865, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3866, beach, biomeswevegone:dacite_shore, MONSTER, realmrpg_demons:demon, 10, 1, 3
3867, beach, biomeswevegone:dacite_shore, MONSTER, realmrpg_demons:demon_lord, 10, 1, 1
3868, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3869, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3870, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3871, beach, biomeswevegone:dacite_shore, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
3872, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3873, beach, biomeswevegone:dacite_shore, MONSTER, realmrpg_demons:imp, 10, 1, 3
3874, beach, biomeswevegone:dacite_shore, MONSTER, realmrpg_demons:imp_guard, 10, 1, 3
3875, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
3876, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
3877, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3878, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:nightmare_stalker, 5, 1, 1
3879, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3880, beach, biomeswevegone:dacite_shore, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
3881, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3882, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3883, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3884, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
3885, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3886, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3887, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3888, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3889, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
3890, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
3891, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3892, beach, biomeswevegone:dacite_shore, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
3893, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3894, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3895, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3896, beach, biomeswevegone:dacite_shore, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3897, beach, biomeswevegone:dacite_shore, CREATURE, minecraft:sheep, 12, 4, 4
3898, beach, biomeswevegone:dacite_shore, CREATURE, minecraft:wolf, 10, 4, 4
3899, beach, biomeswevegone:dacite_shore, CREATURE, minecraft:rabbit, 10, 2, 3
3900, beach, biomeswevegone:dacite_shore, CREATURE, minecraft:fox, 10, 2, 4
3901, beach, biomeswevegone:dacite_shore, CREATURE, alexsmobs:seal, 20, 3, 8
3902, beach, biomeswevegone:dacite_shore, CREATURE, alexsmobs:seagull, 21, 3, 6
3903, beach, biomeswevegone:dacite_shore, CREATURE, quark:crab, 10, 1, 3
3904, beach, biomeswevegone:dacite_shore, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3905, beach, biomeswevegone:dacite_shore, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3906, beach, biomeswevegone:dacite_shore, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3907, beach, biomeswevegone:dacite_shore, CREATURE, scguns:supply_scamp, 10, 1, 1
3908, beach, biomeswevegone:dacite_shore, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3909, beach, biomeswevegone:dacite_shore, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3910, beach, biomeswevegone:dacite_shore, AMBIENT, alexsmobs:fly, 10, 2, 3
3911, beach, biomeswevegone:dacite_shore, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3912, beach, biomeswevegone:dacite_shore, UNDERGROUND_WATER_CREATURE, seadwellers:mermorph_cavern, 10, 1, 1
3913, beach, biomeswevegone:dacite_shore, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 1, 5
3914, beach, biomeswevegone:dacite_shore, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
3915, beach, biomeswevegone:dacite_shore, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
3916, beach, biomeswevegone:dacite_shore, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3917, beach, biomeswevegone:dacite_shore, rascals, friendsandfoes:rascal, 10, 1, 1
3918, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
3919, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
3920, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3921, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
3922, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
3923, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
3924, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
3925, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3926, forest, minecraft:dark_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
3927, forest, minecraft:dark_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
3928, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
3929, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3930, forest, minecraft:dark_forest, MONSTER, quark:stoneling, 30, 1, 1
3931, forest, minecraft:dark_forest, MONSTER, quark:toretoise, 20, 2, 4
3932, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3933, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:bonescaller, 5, 1, 1
3934, forest, minecraft:dark_forest, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
3935, forest, minecraft:dark_forest, MONSTER, realmrpg_demons:chort, 10, 1, 2
3936, forest, minecraft:dark_forest, MONSTER, scguns:cog_knight, 25, 1, 1
3937, forest, minecraft:dark_forest, MONSTER, scguns:cog_minion, 0, 0, 0
3938, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3939, forest, minecraft:dark_forest, MONSTER, creeperoverhaul:dark_oak_creeper, 75, 2, 2
3940, forest, minecraft:dark_forest, MONSTER, endermanoverhaul:dark_oak_enderman, 10, 1, 4
3941, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
3942, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3943, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3944, forest, minecraft:dark_forest, MONSTER, realmrpg_demons:demon, 10, 1, 3
3945, forest, minecraft:dark_forest, MONSTER, realmrpg_demons:demon_lord, 10, 1, 1
3946, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3947, forest, minecraft:dark_forest, MONSTER, scguns:dissident, 20, 1, 1
3948, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3949, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3950, forest, minecraft:dark_forest, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
3951, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3952, forest, minecraft:dark_forest, MONSTER, scguns:hive, 15, 1, 1
3953, forest, minecraft:dark_forest, MONSTER, realmrpg_demons:imp, 10, 1, 3
3954, forest, minecraft:dark_forest, MONSTER, realmrpg_demons:imp_guard, 10, 1, 3
3955, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
3956, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
3957, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3958, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 5, 1, 1
3959, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3960, forest, minecraft:dark_forest, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
3961, forest, minecraft:dark_forest, MONSTER, scguns:redcoat, 20, 1, 1
3962, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3963, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3964, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3965, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
3966, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3967, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3968, forest, minecraft:dark_forest, MONSTER, scguns:sky_carrier, 30, 1, 1
3969, forest, minecraft:dark_forest, MONSTER, chicken_roost:c_rotten, 10, 1, 1
3970, forest, minecraft:dark_forest, MONSTER, chicken_roost:c_spidereye, 10, 1, 1
3971, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3972, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3973, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
3974, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
3975, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3976, forest, minecraft:dark_forest, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
3977, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3978, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3979, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3980, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3981, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
3982, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
3983, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 4, 4
3984, forest, minecraft:dark_forest, CREATURE, naturalist:snail, 10, 2, 3
